1,7,1,Undercarriage,Nose leg,390022, EUR502, 1 pcs duraluminium tubeupper diameter 42mm
2,7,2,Undercarriage,Lower bearing,290007, EUR234, 1 pcs
3,7,3,Undercarriage,Upper bearing,490044, EUR122, 1 pcs
4,7,4,Undercarriage,Support rings,400332, EUR13, set of 2 rings
5,7,5,Undercarriage,Rubber springs,400310, EUR13, set of 2 rubber pieces
6,7,6,Undercarriage,Adjusting ring,400293, EUR21, 1 pcs
7,8,1,Undercarriage,Steering lever,300057, EUR67, 1 pcs
8,8,2,Undercarriage,Nose wheel axle,1U302, EUR9, 1 pcs
9,8,3,Undercarriage,Nose wheel "brake",1U303, EUR8, 1 pcs
10,8,4,Undercarriage,Nose wheel rim 4',K114A000, EUR107, 1 pcs
11,8,5,Undercarriage,Nose wheel tube 4',K04D001, EUR12, 1 pcsL-valve
12,8,6,Undercarriage,Nose wheel tire 4',K04P001, EUR40, 1 pcs
13,9,1,Undercarriage,Nose wheel 4',K04K001, EUR160, 1 pcs
14,9,2,Undercarriage,Main wheel 6' (Faeta),K206A000, EUR857, 1 pcs complete assembly incl. brake
15,9,3,Undercarriage,Main wheel rim 6',K206A100, EUR205, 1 pcs
16,9,4,Undercarriage,Main wheel ECO 6' (Faeta),K216A000, EUR393, 1 pcs complete assembly incl. brake
17,9,5,Undercarriage,Main wheel ECO POWER 6' (Faeta),K226A000, EUR504, 1 pcs complete assembly incl. brake
18,9,6,Undercarriage,Main wheel rim ECO 6',K216A100, EUR134, 1 pcs same as for "ECO POWER"
19,10,1,Undercarriage,Main wheel tube 6',K06D003, EUR13, 1 pcs
20,10,2,Undercarriage,Main wheel tire 6',K06P000, EUR35, 1 pcs
21,10,3,Undercarriage,Main wheel 8' (Zephyr),K218A000, EUR803, 1 pcs complete assembly incl. brake
22,10,4,Undercarriage,Main wheel rim 8',K218A100, EUR363, 1 pcs
23,10,5,Undercarriage,Main wheel tube 8',K08D000, EUR23, 1 pcs
24,10,6,Undercarriage,Main wheel tire 8',K08P000, EUR40, 1 pcs
25,11,1,Undercarriage,Brake disc 5',K305B023, EUR170, set for 1 wheel older option until December 2007
26,11,2,Undercarriage,Brake disc 6' (Faeta),K306A001, EUR71, 1 pcs
27,11,3,Undercarriage,Brake pads 6¡ä (Faeta),K306A134, EUR170, set for 1 wheel new option from January 2008
28,11,4,Undercarriage,Brake calliper 6',K306A000, EUR507, 1 pcs different for L or R side
29,11,5,Undercarriage,Brake disc ECO 6',K326A002, EUR46, 1 pcs same for "ECO POWER"
30,12,1,Undercarriage,Brake disc screws ECO 6¡ä,K216A003, EUR3, 1 set (3 pieces)
31,12,2,Undercarriage,Brake pads ECO 6¡ä,K326A034, EUR55, set for one wheel
32,12,3,Undercarriage,Brake calliper ECO 6¡ä,K326A000, EUR162, different for L or R side
33,12,4,Undercarriage,Brake pads ECO POWER 6¡ä,K365A113, EUR79, set for one wheel
34,12,5,Undercarriage,Brake calliper ECO POWER 6¡ä,K336A000, EUR294, set for one wheel different for L or R side
35,12,6,Undercarriage,Brake disc 8¡ä (Zephyr),K218A004, EUR60, 1 pcs
36,13,1,Undercarriage,Brake pads 8¡ä (Zephyr),K323C001, EUR46, set for one wheel
37,13,2,Undercarriage,Brake disc screws 8¡ä (Zephyr),K218A002, EUR8, 1 pc necessary 3+3 for one wheel displayedboth kinds (straight / stepped) specify the kindof requested screw when ordering
38,13,3,Undercarriage,Brake pads screw 8¡ä,1U8101, EUR10, 1 set/2pcs
39,13,4,Undercarriage,Brake pads screw 8¡ä,1U8102, EUR20, 1 set
40,13,5,Undercarriage,Brake calliper 8' (Zephyr),K318A000, EUR246, 1 pcs different for L or R side
41,13,6,Undercarriage,Brake lever cylinder 16mm,K416A000, EUR242, 1 pcs for Faeta and Zephyr
42,14,1,Undercarriage,Brake lever cylinder 19mm,K419A000, EUR243, 1 pcs for Zephyr
43,14,2,Undercarriage,Castle "spindle" nut,1U92615, EUR2, 1 pcs M26 x 15
44,14,3,Undercarriage,Securing pin,1U90372, EUR1, 1 pcs 3 x 72 mm
45,14,4,Undercarriage,Wheel spat 6' (Faeta),1U504, EUR142, 1 pcs carbon
46,14,5,Undercarriage,Wheel spat holder 6¡ä (Faeta),1U505, EUR35, 1 pcs
47,14,6,Undercarriage,Wheel spat 8' (Zephyr),1U703, EUR14279carbonfiberglass, 1 pcs specify if fiberglass or carbon option
48,15,1,Undercarriage,Wheel spat holder 8¡ä (Zephyr),1U704, EUR22, 1 pcs
49,15,2,Undercarriage,Main gear leg,300059, EUR546, 1 pcs delivered with drilled hole for the wheelaxle not painted (same R and L)
50,15,3,Undercarriage,Main gear leg box,390043, EUR135, 1 pcs half-finished ready for installation
51,15,4,Undercarriage,,, EUR,
52,16,1,Engine,Engine mount,390016, EUR769, 1 pcs screws and silentblocks not included
53,16,2,Engine,Engine silentblocks,490076, EUR53, 1 set (8 pieces) screws not included
54,16,3,Engine,Engine mount screws,2U60410, EUR16, 1 set (4 pieces)
55,16,4,Engine,Water cooler,2U804, EUR403, 1 pcs
56,16,5,Engine,Water cooler silentblocks,2U1105, EUR9, 1 set (4 pcs)
57,16,6,Engine,Water thermostat,2U1103, EUR292, 1 pcs 90¡ã or 180¡ã version
58,17,1,Engine,Water cooler shielding,390045, EUR19, 1 pcs
59,17,2,Engine,Water cooler holders,2U806, EUR29, 1 set (4 pieces)
60,17,3,Engine,Water temperature sensor,2U1201, EUR30, 1 pcs
61,17,4,Engine,Oil cooler,2U901, EUR229, 1 pcs
62,17,5,Engine,Oil cooler inlet + shielding,3U1303, EUR120, 1 setincludes fiberglass deflector + NACA inlet
63,17,6,Engine,Oil thermostat,2U1106, EUR241, 1 pcs
64,18,1,Engine,Oil filter ROTAX,2U902, EUR17, 1 pcs
65,18,2,Engine,Oil AEROSHELL,2U903, EUR15, 1 L
66,18,3,Engine,Fuel pump FACET,2U904, EUR145, 1 pcs
67,18,4,Engine,Fuel valve (one tank),2U905, EUR19, 1 pcs aircraft with fuselage tank
68,18,5,Engine,Fuel selector valve (two tanks),K503V000, EUR68, 1 pcs Faeta with wing tanks (from 2011)
69,18,6,Engine,Fuel gauge (floater sensor),2U1001, EUR123, 1 pcs specify the version of your fuel tank
70,19,1,Engine,Fuel gauge gasket,2U1005, EUR2, 1 pcs
71,19,2,Engine,Fuel indicator,2U1002, EUR62, 1 pcs
72,19,3,Engine,Fuel filter,2U1003, EUR8, 1 pcs for Rotax 912
73,19,4,Engine,Fuel filters (iS),2U1004, EUR25, 1 set (2 pcs.) for Rotax 912 iS version
74,19,5,Engine,Fuel hose quick coupling (female),2U15008, EUR19, 1 pcs specify if ? 6 or 8 mm
75,19,6,Engine,Fuel hose quick coupling (male),2U15009, EUR10, 1 pcs incl. viton o-ring; specify if ? 6 or 8 mm
76,20,1,Engine,Exhaust system R 912 80HP,2U100480, EUR955, 1 set muffler + four pipes welded
77,20,2,Engine,Exhaust system R 912 100HP,2U1004100, EUR987, 1 set muffler + four pipes welded
78,20,3,Engine,Exhaust system suspension springs,2U10040, EUR26, 1 set (8 pcs)
79,20,4,Engine,EGT sensor,2U1006, EUR177, 1 pcs
80,20,5,Engine,Water/Oil temperature sensor,2U1007, EUR115, 1 pcs
81,20,6,Engine,Spark plug R 912 (80HP),2U110180, EUR12, 1 pcs
82,21,1,Engine,Spark plug R 912 (100HP),2U1102100, EUR12, 1 pcs
83,21,2,Engine,ROTAX rectifier - regulator,4U4514, EUR118, 1 pcs
84,21,3,Engine,VAPE rectifier - regulator,4U4515, EUR63, 1 pcs
85,21,4,Engine,FITI 2-blades ground adjustable,2UP2GA, EUR1039, 1 pcs for R 912  80HP also 100HP
86,21,5,Engine,FITI 3-blades ground adjustable,2UP3GA, EUR1399, 1 pcs for R 912  80HP also 100HP
87,21,6,Engine,FITI 3-blades flight adjustable-E,2UP3IFAE, EUR4826, 1 pcs with electrical control
88,22,1,Engine,FITI propeller spinner,2U1206, EUR179, 1 pcs the same price for 2- or 3-blades option
89,22,2,Engine,Propeller pad,400277, EUR71, 1 pcs
90,22,3,Engine,Fiti propeller pitch control,400278, EUR407, 1 pcs electric adjustment of prop. pitch
91,22,4,Engine,,, EUR, 1 pcs
92,23,1,Airframe,Engine cowling FAETA - lower,3U1301, EUR417, 1 pcs carbon in standard
93,23,2,Airframe,Engine cowling FAETA - upper,3U1302, EUR312, 1 pcs carbon in standard Rotax 912
94,23,3,Airframe,Engine cowling FAETA - upper,3U1307, EUR325, 1 pcs carbon in standard Rotax 912 iS version
95,23,4,Airframe,Engine cowling ZEPHYR - lower,3U1304, EUR250417fiberglasscarbon, 1 pcs fiberglass or carbon option
96,23,5,Airframe,Engine cowling ZEPHYR - upper,3U1305, EUR188312fiberglasscarbon, 1 pcs fiberglass or carbon option
97,23,6,Airframe,Pitot tube assembly,3U1306, EUR89, 1 pcs composite + dural part together
98,24,1,Airframe,HT fitting covers,3U1400, EUR42, 1 set (2 pieces) including double-sided tape
99,24,2,Airframe,Wing pins covering caps,3U1401, EUR22, 1 set (2+2 pcs)
100,24,3,Airframe,Vortex generators,3U1402, EUR22, 1 set (4 + 1 piece) including double-sided tape
101,24,4,Airframe,Instrument panels FAETA,3U1403, EUR83177duralcarbon, 1 set (L+R part) symmetric (from 2011) dural or carbon option
102,24,5,Airframe,Instrument panels ZEPHYR,3U1404, EUR83177duralcarbon, 1 set (L+R part) asymmetric dural or carbon option
103,24,6,Airframe,Canopy colourless,3U1405, EUR2173, 1 pcs with sliding windows complete set
104,25,1,Airframe,Canopy tinted,3U1406, EUR2345, 1 pcs with sliding windows complete set;specify if green or brown option
105,25,2,Airframe,Sliding windows (set),3U1407, EUR300, 1 set (2pcs.) includes windows+sliding rails+screws
106,25,3,Airframe,Canopy rear hinge,3U1408, EUR112, 1 pcs
107,25,4,Airframe,Canopy pushrods,3U1409, EUR70, 1 set (2 pushrods L+R)
108,25,5,Airframe,Footstep,3U1504, EUR40, 1 pcs
109,25,6,Airframe,,, EUR, 1 pcs
110,26,1,Plane accessories,Heating muffler,4U1601, EUR236, 1 pcs closer description needed two differenttypes (diameters) of mufflers being installed
111,26,2,Plane accessories,Heating deflector,4U1602, EUR120, 1 pcs
112,26,3,Plane accessories,Heating (mixture valve),4U1603, EUR77, 1 pcs
113,26,4,Plane accessories,Heating hose,4U1604, EUR22, 1 pcs
114,26,5,Plane accessories,Heating actuator,4U1605, EUR63, 1 pcs  wire rope included
115,26,6,Plane accessories,Air inlet,4U1606, EUR37, 1 pcs
116,27,1,Plane accessories,Flaps control lever - assembly,290009, EUR351, 1 pcs
117,27,2,Plane accessories,Control stick - assembly,390028, EUR417, 1 pcs
118,27,3,Plane accessories,Throttle lever - assembly,490043, EUR146, 1 pcs in new option with choke lever
119,27,4,Plane accessories,Pedal L,390029L, EUR140, 1 pcs
120,27,5,Plane accessories,Pedal R,390029R, EUR140, 1 pcs
121,27,6,Plane accessories,Pedal L adjustable,390044L, EUR199, 1 pcs
122,28,1,Plane accessories,Pedal R adjustable,390044R, EUR199, 1 pcs
123,28,2,Plane accessories,Nose leg pushrods,490050, EUR78, 1 set (2 pcs L+R) half-finished necessary to adjust exactly
124,28,3,Plane accessories,Aileron pushrods,490069, EUR78, 1 set (2 pcs L+R)
125,28,4,Plane accessories,Flaps pushrods,490072, EUR87, 1 set (2 pcs L+R) refer exact length
126,28,5,Plane accessories,Threaded ball links for pushrods,490070, EUR21, 1 pcs M8 thread with 5mm or 6mm eyelet diameterspecify requested diameter
127,28,6,Plane accessories,Wing pins,400281, EUR84, 1 set (2+2 pieces) upper without thread lower with thread
128,29,1,Plane accessories,Wing bolt,4U1802, EUR8, 1 pcs
129,29,2,Plane accessories,Seats,4U1810, EUR708, 2 pcs optional colours
130,29,3,Plane accessories,Carbon seat for Faeta,4U1811, EUR419, 1 pcs adjustable front/rearward
131,29,4,Plane accessories,Cushion to carbon seat,4U1812, EUR76, 1 pcs optional thickness and colours
132,29,5,Plane accessories,Safety belts standard,4U1803, EUR141, 1 pcs 50mm wide with car release
133,29,6,Plane accessories,Safety belts comfort,4U1804, EUR309, 1 pcs 75mm wide with 4-point central release
134,30,1,Plane accessories,Side net pocket,4U1906, EUR31, 1 set contains 1 net + 2 holders
135,30,2,Plane accessories,Battery super B 5200 (5 Ah),4U1807, EUR351, 1 pcs 12V weight 700 g
136,30,3,Plane accessories,Battery charger (5 Ah),4U1807-1, EUR126, 1 pcs 5 Ah / 14.4V EU plug
137,30,4,Plane accessories,Battery (14 Ah),4U1805, EUR147, 1 pcs 12V weight 5 kg
138,30,5,Plane accessories,Battery (18 Ah),4U1806, EUR176, 1 pcs 12V weight 65 kg
139,30,6,Plane accessories,Battery (Cyclon 6 cell - 5 Ah),4U1809, EUR208, 1 pcs weight 22 kg
140,31,1,Plane accessories,Battery (9 Ah),4U1808, EUR124, 1 pcs weight 22 kg
141,31,2,Plane accessories,Camlock - fast screw (engine cowl.),4U1902, EUR10, 1 set set includes one screw one fixing spacerone nut two rivets
142,31,3,Plane accessories,Standard screw (engine cowl.),4U1903, EUR4, 1 set set includes one screw one nut tworivets
143,31,4,Plane accessories,Demisting fan,4U2012, EUR6, 1 pcs
144,31,5,Plane accessories,Curtis drain valve,4U3313, EUR27, 1 pcs
145,31,6,Plane accessories,Adapter to Curtis drain valve,K505A002, EUR12, 1pcs
146,32,1,Plane accessories,Curtis drain valve with adapter,K505A002/1, EUR38, 1 set
147,32,2,Plane accessories,Fuel tank cap (fuselage tank),K521B000, EUR89, 1 pcs lockable
148,32,3,Plane accessories,Wing tank cap (Faeta),4U4501, EUR54, 1 pcs
149,32,4,Plane accessories,Wing tank cap gasket,4U4502, EUR4, 1 pcs
150,32,5,Plane accessories,Water hose,4U3625, EUR11, 1 m25
151,32,6,Plane accessories,Fuel hose,4U3606, EUR7,25 m 6 mm 8 mm
152,33,1,Plane accessories,Fuel hose viton,4U3806, EUR12,25 m 6 mm 8 mm ethanol resistant
153,33,2,Plane accessories,Fireproof hose protection,4U4025, EURwater hose26fuel hose16binding tape4,0 1 m refer requested type (water/fuel)
154,33,3,Plane accessories,Fuel hose clip,4U4213, EUR1, 1 pcs 13-15 mm
155,33,4,Plane accessories,Water hose clip,4U4225, EUR1,  1 pcs
156,33,5,Plane accessories,Switch,4U4512, EUR7,  1 pcs
157,33,6,Plane accessories,Switch protector,4U4520, EUR6, 1 pcs specify requested colour (red/blue/black)
158,34,1,Plane accessories,Circuit breaker,4U4513, EUR17, 1 pcs
159,34,2,Plane accessories,Elevator trim "kit",4U1905, EUR187,  1 set complete installation kit (incl. controlcables connectors..)
160,34,3,Plane accessories,Elevator trim servo,4U1904, EUR51,  1 pcs
161,34,4,Plane accessories,AVEO wing flashlights,4U5002, EUR685, 1 set (2 pcs) 3 in 1 (navigation position strobe)
162,34,5,Plane accessories,Rescue system USH + installationavailable only incl. installation by ATEC,, EUR5030, 1 set (2 pcs) price including installation; availabilityof installation depends on s/n of the aircraft;price may vary according to complexity of works
163,34,6,Plane accessories,Electric flaps control box,4U1907, EUR882,  1 pcs
164,35,1,Plane accessories,Servo to electric flaps,4U1908, EUR166,  1 pcs
165,35,2,Plane accessories,,, EUR,  1 pcs
